Area,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Lesotho,534144.0,520200.0,518600.0,515600.0,506418.0,529130.0,515034.0,505730.0,502120.0,451382.0,482508.0,288700.0,393700.0,636166.0,424788.0,346062.0,647846.0,700918.0,592086.0,511288.0,467022.0,388942.0,386176.0,409312.0,487724.0,423472.0,460004.0,651782.0,599088.0,681762.0,319056.0,381775.0,507724.0,677414.0,385666.0,760836.0,671310.0,592424.0,615134.0,573527.0,788498.0,575265.0,513724.0,504058.0,513083.0,523474.0,444760.0,457378.0,442372.0,660192.0,543280.0,534123.0,567448.0,581764.0,517810.0,399192.0,795067.0,613963.0
Liberia,1488820.0,1534004.0,1577713.0,1612267.0,1654274.0,1699777.0,1723041.0,1781541.0,1792813.0,1923661.0,2085408.0,2049198.0,2048847.0,2240143.0,2238639.0,2340850.0,2431450.0,2390848.0,2382620.0,2398320.0,2457948.0,2554700.0,2530246.0,2497630.0,2644051.0,2688098.0,2839848.0,2994532.0,2856260.0,2425518.0,2067745.0,2148964.0,1997757.0,1969676.0,1874410.0,2091458.0,2593609.0,2772593.0,2883497.0,3053959.0,3041225.0,2955406.0,2947645.0,2988084.0,3124120.0,3166077.0,3460461.0,3580336.0,3522516.0,3540637.0,3555907.0,3640567.0,3575734.0,3608848.0,3833264.0,4187241.0,3650318.0,3778232.0
Libya,669238.0,736845.0,711377.0,649473.0,1007021.0,1019228.0,1185503.0,1217777.0,1120736.0,967519.0,924090.0,1591183.0,2138046.0,1987796.0,2354229.0,2579586.0,1907659.0,2456593.0,2294045.0,2603148.0,2744956.0,2833165.0,3145377.0,2879707.0,2889830.0,3020540.0,2950094.0,3046665.0,3226786.0,3248226.0,3289068.0,3142144.0,3161606.0,3286970.0,3466454.0,3581568.0,3832408.0,3773426.0,3923704.0,3805658.0,3634108.0,3996100.0,4094632.0,3870696.0,3987181.0,3971639.0,4073838.0,4086745.0,4090816.0,4291501.0,4479315.0,4623296.0,4497996.0,4492171.0,4602133.0,4544395.0,4543975.0,4555411.0
Liechtenstein,260.0,200.0,140.0,220.0,200.0,160.0,120.0,240.0,180.0,240.0,140.0,140.0,220.0,140.0,200.0,200.0,180.0,120.0,180.0,140.0,100.0,260.0,260.0,160.0,120.0,320.0,200.0,200.0,240.0,260.0,270.0,280.0,300.0,316.0,330.0,340.0,350.0,360.0,366.0,372.0,378.0,382.0,386.0,388.0,390.0,400.0,394.0,394.0,394.0,394.0,394.0,390.0,394.0,396.0,392.0,392.0,392.0,392.0
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8668878.0,11887195.0,8121316.0,9549510.0,12278050.0,13314282.0,12629242.0,10668746.0,12011479.0,9901250.0,11503466.0,11623181.0,10946039.0,10528696.0,7194145.0,10355452.0,10715636.0,12354544.0,9783379.0,11675940.0,15179412.0,14166514.0,15738180.0,17190080.0,15980604.0,16227903.0,13127446.0
Low Income Food Deficit Countries,919983279.0,920389786.0,922382296.0,964736943.0,971044232.0,974844825.0,989812028.0,1018338528.0,1110979580.0,1166055707.0,1160996270.0,1117873816.0,1186778804.0,1216859723.0,1307259588.0,1296377747.0,1370535444.0,1446049296.0,1359497270.0,1367112672.0,1476840320.0,1520815802.0,1624419495.0,1608144137.0,1636875196.0,1649132906.0,1650553006.0,1798492690.0,1872046146.0,1920610803.0,2013847198.0,2111171907.0,2103741443.0,2132750771.0,2245978130.0,2330978738.0,2367971685.0,2426267865.0,2573225395.0,2543661530.0,2612126080.0,2531862339.0,2673226574.0,2562997181.0,2689231804.0,2865095926.0,3115486622.0,3159687961.0,3050203346.0,3249706861.0,3456657565.0,3628099251.0,3691606635.0,3776803409.0,3741342621.0,3781254828.0,3779269007.0,3973723058.0
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458689.0,415688.0,492837.0,455048.0,526978.0,458348.0,465249.0,439976.0,520677.0,518399.0,458293.0,429090.0,424497.0,465007.0,468557.0,462425.0,380701.0,405524.0,421774.0
Madagascar,10067896.0,10448448.0,11004661.0,11426558.0,11623493.0,11580988.0,11887575.0,12384904.0,13306498.0,13539378.0,13523361.0,13401491.0,13561069.0,15442283.0,15101390.0,15543785.0,15162148.0,15150604.0,15550988.0,16005370.0,15836470.0,16201206.0,17709467.0,17841247.0,18335309.0,19623046.0,19029128.0,19048294.0,19969452.0,20155572.0,19934087.0,19957523.0,20754484.0,20590808.0,20772077.0,21124546.0,21540139.0,21237823.0,21838221.0,21575570.0,22310675.0,21809583.0,21915495.0,22687295.0,26879715.0,27805187.0,28104660.0,28880284.0,31576178.0,31933402.0,32092930.0,33352195.0,29771689.0,30605468.0,29386112.0,29777127.0,28907658.0,30109733.0
Malawi,3463149.0,3641026.0,3403696.0,3787666.0,3858149.0,4077116.0,5127895.0,4842744.0,4979310.0,4565530.0,5605826.0,5987709.0,6850004.0,6833305.0,6781901.0,7617394.0,8201610.0,8343037.0,8438990.0,8822080.0,9472183.0,10102751.0,9430441.0,9330501.0,9202403.0,9445275.0,9255978.0,9800671.0,9842148.0,9763078.0,17778072.0,15386769.0,17207254.0,16542210.0,18333409.0,19847610.0,19478055.0,22076144.0,24952640.0,29357282.0,31025501.0,25104050.0,26774510.0,28142168.0,26153089.0,32929735.0,36963932.0,37582060.0,41505725.0,42037105.0,43649522.0,46364020.0,49919740.0,47912552.0,45212317.0,43694746.0,50015674.0,50271735.0
Malaysia,9985333.0,10080424.0,10658275.0,10402094.0,11349729.0,11762452.0,12083738.0,13908603.0,15219616.0,17039217.0,18954745.0,20474180.0,22201158.0,25400605.0,28660598.0,29726865.0,31907125.0,35913634.0,39587872.0,43776754.0,47334969.0,55506014.0,49600471.0,58461346.0,63156908.0,67268363.0,66204068.0,72295805.0,84344036.0,85674786.0,86424678.0,90739498.0,106167571.0,104186066.0,111834778.0,115905839.0,123616291.0,114279205.0,139311107.0,142291363.0,147147883.0,148864128.0,164564426.0,171572425.0,182498244.0,192319384.0,191691330.0,211433318.0,206710240.0,201001894.0,223634758.0,228561163.0,228481446.0,227499654.0,236831849.0,209481842.0,244391193.0,236424783.0
Maldives,47307.0,49507.0,51258.0,53379.0,55003.0,62586.0,65146.0,66767.0,67530.0,69373.0,69662.0,60245.0,64897.0,64929.0,78748.0,70960.0,81621.0,73746.0,66816.0,82028.0,82240.0,85184.0,90841.0,94665.0,95819.0,96857.0,91817.0,93626.0,98774.0,65263.0,63166.0,67346.0,73546.0,76890.0,72801.0,78383.0,71028.0,67054.0,59019.0,71800.0,78810.0,79767.0,110806.0,122655.0,71859.0,51382.0,42797.0,43235.0,42025.0,37570.0,31475.0,25518.0,22619.0,22968.0,24508.0,24371.0,24652.0,23787.0
Mali,3543132.0,3680881.0,3581129.0,3364330.0,3507295.0,3532737.0,3812686.0,3561341.0,4027161.0,3830279.0,3820250.0,3351776.0,3479112.0,4182797.0,4778908.0,4797521.0,4611350.0,4748724.0,4722319.0,4326581.0,4656686.0,4851668.0,5263976.0,4529998.0,6127391.0,6391897.0,6225500.0,7878828.0,7655281.0,7328422.0,10769006.0,9429000.0,10001980.0,10808251.0,10676362.0,10991484.0,11218571.0,12303037.0,13188370.0,11221301.0,12864835.0,12245538.0,15187898.0,13779492.0,15320434.0,15439184.0,17100660.0,19908567.0,23333147.0,21919488.0,24488170.0,26326215.0,27953148.0,26565238.0,29191102.0,35206146.0,34813887.0,37992028.0
Malta,148228.0,147764.0,162556.0,152562.0,132948.0,128938.0,141509.0,148805.0,170635.0,133314.0,150709.0,162731.0,159154.0,161915.0,163055.0,177079.0,167790.0,151447.0,173511.0,192347.0,168686.0,177402.0,187998.0,172264.0,171944.0,174684.0,176857.0,176376.0,190287.0,189380.0,190500.0,204555.0,212632.0,230233.0,241075.0,293348.0,269590.0,288805.0,281591.0,280103.0,260821.0,258208.0,244929.0,261430.0,246967.0,267952.0,246257.0,269412.0,234608.0,251473.0,259989.0,234429.0,240471.0,247906.0,232771.0,223484.0,227570.0,223377.0
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50830.0,70720.0,55250.0,58565.0,92820.0,78455.0,72930.0,51935.0,40885.0,10254.0,9016.0,31470.0,72842.0,45084.0,51935.0,64090.0,53570.0,69306.0,63294.0,60112.0,52156.0,58344.0,61880.0,44200.0,47736.0,67184.0,67276.0,53796.0
Martinique,2724498.0,2628001.0,2866621.0,2051180.0,2417454.0,2312666.0,1983268.0,1687273.0,1699379.0,1460548.0,1572574.0,1587974.0,1393202.0,1412268.0,1348430.0,1363258.0,1436327.0,1416297.0,1100236.0,864780.0,1011603.0,983056.0,995913.0,1063841.0,1060405.0,1120634.0,1029306.0,1026087.0,1095741.0,1077285.0,994684.0,1070559.0,1064220.0,930302.0,1019428.0,1173969.0,1188513.0,1130638.0,1217143.0,1295651.0,1159393.0,1308665.0,1148110.0,1156557.0,1073376.0,943606.0,844720.0,864139.0,920366.0,968526.0,1011247.0,842381.0,860206.0,847497.0,938596.0,921601.0,887962.0,874338.0
Mauritania,266170.0,269515.0,284650.0,291261.0,315364.0,283951.0,283556.0,292577.0,322500.0,280934.0,201829.0,169998.0,137607.0,189261.0,191781.0,187001.0,159361.0,189977.0,186911.0,208310.0,241191.0,237660.0,203060.0,215458.0,345751.0,381177.0,456328.0,500579.0,533836.0,355333.0,359295.0,363179.0,508778.0,592937.0,643070.0,673834.0,552666.0,595830.0,608840.0,584230.0,454046.0,453517.0,582561.0,458892.0,565004.0,551909.0,594996.0,609567.0,561058.0,828856.0,687996.0,993619.0,947962.0,1133436.0,974632.0,1011347.0,1068105.0,1027985.0
Mauritius,9980677.0,9365416.0,11621570.0,8860575.0,12101075.0,9819368.0,11771876.0,10436297.0,11772780.0,10349412.0,10640114.0,12740906.0,12601243.0,12047412.0,8735681.0,12918504.0,12155977.0,12638303.0,12733545.0,9233656.0,10727687.0,13289831.0,10643604.0,10172449.0,11330809.0,12208534.0,12598651.0,11173170.0,11026458.0,11263055.0,11404858.0,11742163.0,11005083.0,9830421.0,10567463.0,10743183.0,11823701.0,11789744.0,7970238.0,10460801.0,11852531.0,9969353.0,10635376.0,10802262.0,10179805.0,9716894.0,8685157.0,9266930.0,9577294.0,8978971.0,8708642.0,8154398.0,7886823.0,8335301.0,8241373.0,7822507.0,7662493.0,6521342.0
Melanesia,9077320.0,10565048.0,11861635.0,11980872.0,11489749.0,11721191.0,11724215.0,13215145.0,12527960.0,13563525.0,13023961.0,12357310.0,12939752.0,12709858.0,12815128.0,13421435.0,14601023.0,15243875.0,17615045.0,16416923.0,18003005.0,18858472.0,15582481.0,20746426.0,18530845.0,20297174.0,17827814.0,18263862.0,19776263.0,20022744.0,18843426.0,20179009.0,20908152.0,21147100.0,21777908.0,21919064.0,21249833.0,19415079.0,22781101.0,22876210.0,20999912.0,21522196.0,20799438.0,21764233.0,21881697.0,22913889.0,23685033.0,23810931.0,23505705.0,23470364.0,24064761.0,23909839.0,24621011.0,25293217.0,24719430.0,25468123.0,25517195.0,25474593.0
Mexico,74733137.0,80695913.0,85710670.0,100592320.0,112978298.0,117826105.0,117965339.0,119624734.0,118718227.0,125828049.0,125980763.0,124851501.0,128682575.0,129356951.0,137511352.0,126550537.0,130680742.0,147843659.0,140700990.0,152984048.0,157504067.0,155154263.0,157415285.0,162487107.0,169461321.0,179466820.0,186136251.0,174637488.0,178417680.0,179609473.0,174355346.0,184500935.0,185793809.0,186360981.0,197399050.0,208103171.0,207208294.0,217046112.0,213639291.0,209398893.0,226018244.0,217264089.0,228353687.0,235345690.0,233454642.0,240289050.0,248754559.0,252399509.0,236519253.0,247320334.0,233588595.0,250432452.0,273196621.0,274553703.0,270330027.0,285571365.0,290069975.0,290716997.0
Micronesia,427413.0,419349.0,416668.0,423350.0,479822.0,478981.0,497195.0,403927.0,465107.0,547862.0,583707.0,531131.0,529973.0,582379.0,545328.0,550820.0,672084.0,815832.0,801665.0,721287.0,726224.0,641897.0,621057.0,738459.0,788236.0,812805.0,838858.0,780263.0,669076.0,628598.0,370318.0,398417.0,385589.0,397788.0,569111.0,606368.0,601735.0,595593.0,586439.0,533066.0,532593.0,558010.0,601099.0,644012.0,645678.0,718328.0,724893.0,741613.0,717417.0,720756.0,713214.0,706180.0,723395.0,726470.0,729063.0,731277.0,752089.0,732699.0
Micronesia (Federated States of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,88.0,90.0,94.0,129779.0,129881.0,129922.0,129928.0,130147.0,130169.0,130181.0,130177.0,130158.0,124771.0,118088.0,112250.0,113614.0,111644.0,111118.0,110506.0,109790.0,107288.0,117713.0,141804.0,141401.0,143129.0,144697.0,135949.0
Middle Africa,52141409.0,53487323.0,55014205.0,55315064.0,55413644.0,55809837.0,59240515.0,61452589.0,62216996.0,63641779.0,63911717.0,64456986.0,66603018.0,68728464.0,69598899.0,69113998.0,69732975.0,68298178.0,70376181.0,72906947.0,73694409.0,76823004.0,78154721.0,80571570.0,84742794.0,87604152.0,86642328.0,89589911.0,91753355.0,95969485.0,99013156.0,101313051.0,100241006.0,105007657.0,98155523.0,99869496.0,98698171.0,104305971.0,102363026.0,104425550.0,107953932.0,110331099.0,114005399.0,117360641.0,127192075.0,129149155.0,135151488.0,138580407.0,151616059.0,168035697.0,169623228.0,206815982.0,226619687.0,218039456.0,222632929.0,227307474.0,218676218.0,216838543.0
Mongolia,305600.0,726700.0,718200.0,819900.0,733000.0,598700.0,731800.0,510100.0,319600.0,641500.0,816200.0,458100.0,1035800.0,727500.0,1098600.0,879400.0,956200.0,861600.0,858800.0,708600.0,832400.0,1332000.0,1890452.0,1521752.0,2085692.0,2103900.0,1776186.0,1951618.0,2115000.0,1789180.0,1435842.0,1198836.0,1135604.0,823084.0,686170.0,585122.0,661850.0,614780.0,552380.0,497538.0,500856.0,447438.0,617958.0,553962.0,459530.0,681668.0,646298.0,878762.0,1264732.0,1229035.0,1529793.0,1702055.0,1413484.0,1608162.0,953254.0,1535516.0,933518.0,1497628.0
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683382.0,216782.0,261542.0,272576.0,270297.0,272048.0,233876.0,262492.0,250841.0,293235.0,312992.0,299128.0,310616.0
Montserrat,3355.0,3536.0,3398.0,3180.0,3190.0,2564.0,3093.0,2865.0,2820.0,3003.0,3196.0,2843.0,3082.0,3247.0,3180.0,3134.0,2914.0,2862.0,2559.0,2537.0,2473.0,2252.0,2230.0,2287.0,2297.0,2320.0,2381.0,2461.0,2426.0,2497.0,2643.0,2716.0,2790.0,2887.0,2936.0,2991.0,3048.0,3101.0,3149.0,3196.0,3233.0,3294.0,3351.0,3402.0,3460.0,3542.0,3650.0,3743.0,3835.0,3860.0,4073.0,4307.0,4305.0,4361.0,4484.0,4575.0,4557.0,4618.0
Morocco,8059640.0,12353907.0,13503392.0,13740444.0,14307923.0,11842168.0,14205344.0,22211400.0,17123395.0,18484943.0,21815125.0,21178672.0,17304834.0,22405566.0,19275561.0,24416347.0,17216064.0,24323642.0,22848249.0,23738635.0,18374410.0,25277565.0,23673041.0,24677319.0,28125094.0,35562707.0,29066368.0,38606905.0,38929845.0,35832400.0,42875599.0,28055284.0,28730802.0,43452657.0,23793551.0,45930274.0,32133688.0,40804748.0,34674636.0,29495231.0,33530902.0,37334168.0,45841569.0,47457954.0,38489607.0,50110525.0,34197522.0,41309768.0,51781533.0,48418486.0,53081910.0,43372489.0,53138045.0,51501191.0,61280504.0,43102648.0,58126858.0,61337561.0
Mozambique,12413683.0,12891000.0,12473119.0,12514178.0,12358121.0,12699456.0,14021394.0,14942740.0,15598460.0,16232360.0,17217289.0,17836067.0,18096364.0,17431747.0,15927405.0,15898879.0,15865656.0,15480126.0,15976719.0,15915912.0,15909544.0,14736106.0,13418250.0,12629938.0,12261041.0,12555901.0,12168923.0,12019804.0,12425088.0,14475581.0,12221489.0,10119921.0,11947167.0,11700961.0,14493007.0,16375699.0,17945710.0,19128514.0,20129256.0,18633553.0,20516859.0,17040503.0,24410766.0,24720119.0,21590750.0,24284983.0,23432989.0,21528940.0,27246433.0,37958730.0,40735066.0,38194642.0,27267961.0,34508692.0,32582785.0,35045852.0,34326325.0,34700868.0
Myanmar,24741115.0,28120513.0,29265506.0,30577738.0,29290255.0,26073234.0,29433900.0,30353763.0,29764758.0,30615458.0,31307787.0,29675312.0,33539626.0,33117707.0,33855380.0,35068816.0,35813007.0,39454816.0,39614035.0,46817202.0,51268689.0,54130525.0,56716789.0,57227566.0,58614191.0,58843458.0,56590210.0,55057704.0,52780018.0,52262134.0,50474928.0,58437950.0,62621845.0,66199067.0,68918103.0,71094212.0,71150003.0,73750424.0,84347372.0,89276647.0,95094630.0,95247348.0,101641280.0,108163653.0,118163291.0,131712327.0,138723735.0,145324922.0,146839803.0,147629901.0,138295032.0,131283758.0,135507240.0,138607340.0,137271554.0,135622966.0,135455374.0,135678301.0
Namibia,377184.0,401136.0,405416.0,427600.0,440200.0,447600.0,456000.0,462600.0,471200.0,474800.0,482400.0,488200.0,501000.0,505000.0,517800.0,519600.0,533200.0,539800.0,549000.0,554800.0,569200.0,578800.0,596400.0,616000.0,570400.0,612745.0,600824.0,636566.0,666550.0,678949.0,715144.0,501628.0,606364.0,717163.0,651296.0,708679.0,889541.0,828740.0,755854.0,878988.0,925606.0,897041.0,949227.0,1065493.0,1086088.0,1229432.0,1139989.0,1114893.0,1109323.0,1165753.0,1181593.0,1290964.0,1160130.0,1243926.0,1255472.0,1181165.0,1320153.0,1361534.0
Nauru,3373.0,3373.0,3373.0,3433.0,3915.0,3915.0,3915.0,3915.0,4126.0,4236.0,4347.0,4347.0,4477.0,4628.0,4778.0,2910.0,4035.0,4316.0,4617.0,4918.0,5219.0,5259.0,5018.0,4391.0,4670.0,4728.0,4762.0,4812.0,4836.0,4956.0,5393.0,5517.0,5633.0,5746.0,5856.0,5962.0,6068.0,6176.0,6284.0,6344.0,6444.0,6544.0,6644.0,6746.0,6845.0,6945.0,7045.0,7143.0,7243.0,7302.0,6811.0,7482.0,7717.0,7725.0,7810.0,7898.0,8177.0,8144.0
Nepal,9404526.0,9366701.0,9591770.0,9713441.0,10010654.0,9563594.0,9720437.0,10021730.0,10416703.0,10865990.0,10789550.0,10192908.0,11459510.0,11734396.0,12121392.0,11772970.0,11531216.0,12039281.0,11190802.0,12617636.0,13304967.0,11696071.0,15244665.0,15229838.0,15628761.0,14961703.0,17326344.0,19433655.0,20730849.0,21658334.0,22162788.0,21161923.0,23961495.0,23100749.0,25417384.0,25780642.0,26343710.0,26540501.0,27968595.0,30022982.0,31111367.0,31869763.0,32800337.0,34187466.0,34985393.0,35592096.0,35186085.0,37791846.0,39203009.0,39599115.0,42804435.0,46484098.0,44262813.0,47410313.0,46841870.0,49038094.0,49336933.0,49799504.0
Net Food Importing Developing Countries,624626236.0,614419694.0,635890071.0,652635251.0,689162115.0,671434668.0,739262338.0,738544472.0,762377897.0,871595869.0,818691014.0,794111331.0,812121012.0,848017919.0,860119460.0,890423999.0,914116758.0,953227235.0,965000133.0,957960180.0,992170348.0,1045449565.0,1042853496.0,1058795794.0,1076305279.0,1104919851.0,1128624268.0,1148262428.0,1187128330.0,1195167103.0,1240158258.0,1206513653.0,1172290444.0,1202747924.0,1208547093.0,1294880035.0,1277991358.0,1334879025.0,1397048609.0,1412141463.0,1429285078.0,1470189790.0,1526452188.0,1560617337.0,1595336841.0,1648051453.0,1696340419.0,1776102756.0,1822218917.0,1862135165.0,1919412528.0,1998301948.0,2099595547.0,2135840026.0,2151726687.0,2149239477.0,2190975529.0,2194610865.0
Netherlands,23429260.0,22401414.0,21500043.0,25683581.0,21808772.0,23627326.0,29071518.0,28953934.0,28277173.0,29516567.0,30498223.0,29371826.0,31420297.0,30713420.0,30415292.0,31605089.0,32710891.0,34365627.0,32660741.0,33073954.0,35728042.0,38228846.0,30898625.0,37013314.0,36153014.0,39252652.0,38437906.0,37016086.0,39982362.0,42509884.0,39043459.0,44012007.0,42604255.0,38147867.0,39445266.0,41355199.0,40295154.0,32584270.0,43429089.0,42451877.0,38097847.0,39410506.0,37910926.0,41412189.0,38698481.0,36365868.0,38174238.0,38803908.0,41003311.0,38922080.0,41480069.0,39180161.0,39316314.0,42849011.0,38263533.0,38436432.0,45791747.0,39068324.0
New Caledonia,111256.0,106059.0,112151.0,132229.0,128762.0,142760.0,123897.0,135201.0,118964.0,100400.0,112927.0,125864.0,128194.0,112171.0,101314.0,95662.0,102062.0,97511.0,94240.0,112547.0,100397.0,98605.0,109009.0,99692.0,101610.0,96038.0,91428.0,90344.0,94161.0,89275.0,84995.0,85969.0,87238.0,87491.0,92293.0,81338.0,72899.0,72675.0,73035.0,79229.0,82270.0,83482.0,80822.0,89157.0,91183.0,90709.0,87139.0,90052.0,82509.0,82635.0,81323.0,92279.0,87431.0,91623.0,111061.0,114985.0,114660.0,119334.0
New Zealand,2021219.0,2032140.0,2180808.0,2458565.0,2440546.0,2409494.0,2451802.0,3076532.0,3364122.0,2966845.0,3148461.0,3543153.0,3558158.0,3010592.0,3132247.0,3685529.0,3730036.0,3724433.0,3625508.0,3669071.0,3765427.0,4062454.0,4188379.0,4949643.0,5217163.0,5380135.0,5281964.0,4804749.0,4613942.0,5333245.0,5240867.0,5435993.0,5823558.0,6827995.0,6904776.0,7037690.0,6940531.0,6641048.0,6783438.0,7144933.0,6876920.0,6974233.0,6827410.0,6902310.0,6989610.0,6690819.0,7213440.0,7570154.0,7852693.0,7619920.0,7673476.0,8019683.0,7934443.0,7987398.0,7817404.0,7985818.0,7479570.0,7866721.0
Nicaragua,3891916.0,4095706.0,4069985.0,4730107.0,4930087.0,4659019.0,5427602.0,5601484.0,5744507.0,5786708.0,6147377.0,6001211.0,5954417.0,7235852.0,7370906.0,7404251.0,8100307.0,8624228.0,8348982.0,6432427.0,7600352.0,8334098.0,8189631.0,8603626.0,7514182.0,7679765.0,7270691.0,6556340.0,6863008.0,7250209.0,8101195.0,7864981.0,7183224.0,7880321.0,9352561.0,10421455.0,10474062.0,10158783.0,10500849.0,10623705.0,9873226.0,10200573.0,12614636.0,11909300.0,12118225.0,13181182.0,13155752.0,12787864.0,14716721.0,14289693.0,15692328.0,18905954.0,18793137.0,18691096.0,17992443.0,18142050.0,20385099.0,20524542.0
Niger,3262843.0,3843311.0,4021284.0,4015684.0,3735845.0,3889486.0,4449734.0,3568472.0,4351815.0,3743208.0,4078728.0,3840201.0,2720154.0,3693636.0,3287714.0,4413585.0,4669621.0,5021051.0,5407525.0,5414346.0,5276421.0,5380767.0,5315240.0,3843537.0,5109075.0,5523116.0,4548546.0,6552217.0,5617491.0,6204004.0,6998266.0,7219742.0,6627943.0,6438482.0,7085600.0,7257130.0,6752875.0,10191922.0,9599580.0,8111690.0,10517815.0,12085183.0,11895117.0,10295989.0,12867921.0,14158980.0,14662998.0,18385499.0,13958949.0,20040950.0,16295042.0,20167382.0,20497186.0,21861805.0,24197381.0,25896554.0,27022819.0,29050728.0
Nigeria,75280287.0,77611773.0,81110203.0,82579638.0,87075523.0,83119034.0,85314681.0,87039381.0,95891297.0,103894389.0,94024307.0,83166247.0,87208376.0,94730304.0,92647653.0,86498264.0,85600839.0,83280449.0,85607702.0,87756378.0,86260668.0,88986517.0,86049584.0,94289470.0,99789868.0,109255481.0,114237025.0,130216283.0,142998624.0,153886365.0,180169709.0,196733806.0,207127380.0,212482633.0,221724882.0,226857294.0,234079676.0,243690206.0,252896593.0,252317751.0,249983849.0,263001955.0,277340638.0,295468588.0,312716203.0,336595259.0,310597674.0,332374941.0,281602684.0,321652761.0,306691266.0,331850753.0,321278343.0,372362673.0,380603611.0,399229023.0,388577660.0,391680176.0
Niue,8759.0,10440.0,13917.0,16934.0,14472.0,12840.0,11931.0,11086.0,10838.0,12659.0,12942.0,12782.0,13486.0,16272.0,14029.0,12013.0,14085.0,13468.0,15532.0,14911.0,15423.0,15544.0,15386.0,14829.0,14723.0,14817.0,15162.0,15166.0,15540.0,9670.0,12206.0,12893.0,13590.0,13855.0,14151.0,14748.0,14958.0,15147.0,15326.0,14658.0,14615.0,14692.0,14978.0,14963.0,14938.0,14944.0,15213.0,14752.0,14590.0,14260.0,14197.0,14452.0,14737.0,14874.0,14195.0,13924.0,13586.0,13367.0
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3804331.0,2808176.0,3384539.0,3634438.0,3510973.0,3554694.0,3733501.0,3793874.0,3649386.0,3215166.0,3262528.0,3275324.0,3871125.0,3816928.0,3767286.0,3467441.0,3954649.0,4025142.0,4127239.0,4045361.0,3760962.0,4078382.0,4202885.0,4380843.0,4556666.0,3579844.0,4420241.0
Northern Africa,63656477.0,79210969.0,83723959.0,80205256.0,82505334.0,76694415.0,84300404.0,96921402.0,95616496.0,98625584.0,105542006.0,106623284.0,103040863.0,110730334.0,115921500.0,121187891.0,108887353.0,119426791.0,118834650.0,124546026.0,123631595.0,127065060.0,129646033.0,132325944.0,153078923.0,162534822.0,153944568.0,164181663.0,164821198.0,168935325.0,196448465.0,186006271.0,179987838.0,196469382.0,187365290.0,234627208.0,208676954.0,228987236.0,229285307.0,222934225.0,232324607.0,242061898.0,273915606.0,276779490.0,281641473.0,300317784.0,287383488.0,295778218.0,321167402.0,304067806.0,326809290.0,325272130.0,345312909.0,354530567.0,359956843.0,342895644.0,353666140.0,375320764.0
Northern America,636048829.0,664443147.0,713174022.0,673077466.0,741433601.0,759931614.0,797203288.0,817601545.0,834503489.0,784797762.0,918536314.0,907231763.0,948242355.0,842694320.0,994534385.0,1005887475.0,1063578449.0,1093576525.0,1170656625.0,1070128143.0,1243419249.0,1257860267.0,930646908.0,1169934597.0,1270150070.0,1209956510.0,1155166668.0,933527979.0,1147160825.0,1230824386.0,1183795248.0,1339736028.0,1140082346.0,1420260684.0,1223347809.0,1369581335.0,1401893937.0,1444874634.0,1426647028.0,1466507222.0,1384306804.0,1307034602.0,1420087106.0,1570132180.0,1502913864.0,1462003289.0,1562055720.0,1561360809.0,1628058653.0,1587813245.0,1539580926.0,1519490524.0,1723148926.0,1757692917.0,1750169370.0,1952993552.0,1885889644.0,1892615935.0
Northern Europe,105860661.0,106962830.0,111849675.0,118109876.0,119673515.0,113188388.0,122329935.0,123429791.0,115148618.0,122810597.0,131221363.0,124961119.0,127409756.0,131144289.0,116197447.0,119004689.0,137773261.0,140925888.0,139649757.0,144045942.0,141813016.0,161849162.0,145073870.0,179246548.0,158577875.0,162140203.0,148433297.0,155765536.0,162991267.0,170921743.0,161750562.0,175652555.0,180853757.0,165631480.0,172295233.0,191489550.0,194969576.0,183997408.0,183322281.0,186704146.0,169527793.0,181995027.0,175889942.0,179317638.0,175921237.0,158995196.0,160296566.0,176087793.0,176758052.0,161221744.0,175218257.0,168707092.0,173715418.0,193450233.0,188877282.0,175122447.0,192136333.0,156310654.0
